Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
0.0,0.4987,0.0,1.5442,4.7377,9.9739,1.57,-1,-1,-1,-1,0.0,9.9739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2003,3197.3567,0.0,0.0,0.0,0,0
0.05,0.9972,0.0,1.5446,5.2362,9.9709,1.57,-1,-1,-1,-1,0.0,9.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1849,3197.3207,0.0,0.0,0.0,0,0
0.1,1.4956,0.0,1.545,5.7346,9.968,1.57,-1,-1,-1,-1,0.0,9.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1695,3197.2848,0.0,0.0,0.0,0,0
0.15,1.9939,0.0,1.5454,6.2329,9.9651,1.57,-1,-1,-1,-1,0.0,9.9651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1542,3197.2488,0.0,0.0,0.0,0,0
0.2,2.492,0.0,1.5458,6.731,9.9622,1.57,-1,-1,-1,-1,0.0,9.9622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1389,3197.2129,0.0,0.0,0.0,0,0
0.25,3.0038,0.0,1.5462,7.2428,10.236,1.57,-1,-1,-1,-1,0.0,10.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3603.1235,3197.1771,0.0,1.0,0.0,0,0
0.3,3.5293,0.0,1.5466,7.7683,10.5096,1.57,-1,-1,-1,-1,0.0,10.5096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3604.5792,3200.586,0.0,1.0,0.0,0,0
0.35,4.0684,0.0,1.547,8.3074,10.7831,1.57,-1,-1,-1,-1,0.0,10.7831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3606.0734,3204.0853,0.0,1.0,0.0,0,0
0.4,4.6213,0.0,1.5475,8.8603,11.0564,1.57,-1,-1,-1,-1,0.0,11.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3607.6062,3207.6746,0.0,1.0,0.0,0,0
0.45,5.1877,0.0,1.5479,9.4267,11.3295,1.57,-1,-1,-1,-1,0.0,11.3295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3609.1772,3211.3538,0.0,1.0,0.0,0,0
0.5,5.7679,0.0,1.5484,10.0069,11.6024,1.57,-1,-1,-1,-1,0.0,11.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3610.7866,3215.1227,0.0,1.0,0.0,0,0
0.55,6.3616,0.0,1.5489,10.6006,11.8752,1.57,-1,-1,-1,-1,0.0,11.8752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3612.4341,3218.9809,0.0,1.0,0.0,0,0
0.6,6.969,0.0,1.5493,11.208,12.1478,1.57,-1,-1,-1,-1,0.0,12.1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3614.1197,3222.9283,0.0,1.0,0.0,0,0
0.65,7.59,0.0,1.5498,11.829,12.4201,1.57,-1,-1,-1,-1,0.0,12.4201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3615.8433,3226.9646,0.0,1.0,0.0,0,0
0.7,8.2246,0.0,1.5503,12.4636,12.6923,1.57,-1,-1,-1,-1,0.0,12.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3617.6047,3231.0895,0.0,1.0,0.0,0,0
0.75,8.8728,0.0,1.5509,13.1118,12.9643,1.57,-1,-1,-1,-1,0.0,12.9643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3619.4038,3235.3028,0.0,1.0,0.0,0,0
0.8,9.5346,0.0,1.5514,13.7736,13.2361,1.57,-1,-1,-1,-1,0.0,13.2361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3621.2406,3239.6042,0.0,1.0,0.0,0,0
0.85,10.21,0.0,1.5519,14.449,13.5076,1.57,-1,-1,-1,-1,0.0,13.5076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3623.1149,3243.9935,0.0,1.0,0.0,0,0
0.9,10.899,0.0,1.5525,15.138,13.779,1.57,-1,-1,-1,-1,0.0,13.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3625.0266,3248.4703,0.0,1.0,0.0,0,0
0.95,11.6015,0.0,1.553,15.8405,14.0501,1.57,-1,-1,-1,-1,0.0,14.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3626.9755,3253.0345,0.0,1.0,0.0,0,0
1.0,12.3175,0.0,1.5536,16.5565,14.321,1.57,-1,-1,-1,-1,0.0,14.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3628.9616,3257.6856,0.0,1.0,0.0,0,0
1.05,13.0471,0.0,1.5542,17.2861,14.5917,1.57,-1,-1,-1,-1,0.0,14.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3630.9848,3262.4235,0.0,1.0,0.0,0,0
1.1,13.7902,0.0,1.5548,18.0292,14.8622,1.57,-1,-1,-1,-1,0.0,14.8622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3633.0448,3267.2477,0.0,1.0,0.0,0,0
1.15,14.5468,0.0,1.5554,18.7858,15.1324,1.57,-1,-1,-1,-1,0.0,15.1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3635.1416,3272.1581,0.0,1.0,0.0,0,0
1.2,15.317,0.0,1.556,19.556,15.4024,1.57,-1,-1,-1,-1,0.0,15.4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3637.275,3277.1543,0.0,1.0,0.0,0,0
