Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
0.0,0.4983,0.0,1.5454,6.2329,9.9652,1.57,-1,-1,-1,-1,0.0,9.9652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1546,3197.2498,0.0,0.0,0.0,0,0
0.05,0.9964,0.0,1.5458,6.731,9.9623,1.57,-1,-1,-1,-1,0.0,9.9623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1393,3197.2139,0.0,0.0,0.0,0,0
0.1,1.4943,0.0,1.5462,7.2289,9.9593,1.57,-1,-1,-1,-1,0.0,9.9593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1239,3197.178,0.0,0.0,0.0,0,0
0.15,1.9922,0.0,1.5466,7.7268,9.9564,1.57,-1,-1,-1,-1,0.0,9.9564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1086,3197.1422,0.0,0.0,0.0,0,0
0.2,2.4898,0.0,1.547,8.2244,9.9535,1.57,-1,-1,-1,-1,0.0,9.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.0933,3197.1064,0.0,0.0,0.0,0,0
0.25,2.9874,0.0,1.5474,8.722,9.9506,1.57,-1,-1,-1,-1,0.0,9.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.0781,3197.0706,0.0,0.0,0.0,0,0
0.3,3.4949,0.0,1.5728,9.2288,10.1502,1.5617,-1,-1,-1,-1,-0.041,10.1417,-0.4158,-0.1654,-0.1963,-0.1963,-5808.1372,0.0,0.0,3791.0,3603.0628,3197.0348,-0.1963,1.0,0.0,0,0
0.35,4.0124,0.0,1.6153,9.7446,10.35,1.5404,-1,-1,-1,-1,-0.052,10.3361,-0.5376,-0.4263,-0.1343,-0.1343,-5809.8398,2880.814,0.0,3791.0,3604.119,3199.5082,-0.1963,1.0,0.0,0,0
0.4,4.541,0.0,1.6882,10.2682,10.5732,1.5136,-1,-1,-1,-1,-0.0812,10.5383,-0.8573,-0.5355,-0.0914,-0.0914,-5811.5781,-1698.2233,0.0,3791.0,3605.1973,3202.0335,-0.1963,1.0,0.0,0,0
0.45,5.0805,0.0,1.7835,10.7992,10.7894,1.4765,-1,-1,-1,-1,-0.0833,10.752,-0.8978,-0.7432,-0.0503,-0.0503,-5808.271,1275.6809,0.0,3791.0,3606.4261,3204.9111,-0.1963,1.0,0.0,0,0
0.5,5.6326,0.0,1.9096,11.3367,11.0415,1.4375,-1,-1,-1,-1,-0.097,10.9896,-1.0696,-0.7798,-0.0252,-0.0252,-4853.4756,-3067.3237,0.0,3791.0,3607.6422,3207.7591,-0.1963,1.0,0.0,0,0
0.55,6.1979,0.0,2.0524,11.8837,11.3068,1.3973,-1,-1,-1,-1,-0.0819,11.269,-0.9247,-0.8028,-0.0095,-0.0095,-2487.8854,-1444.6232,0.0,3791.0,3609.0906,3211.151,-0.1963,1.0,0.0,0,0
0.6,6.7755,0.0,2.2271,12.4342,11.5511,1.3564,-1,-1,-1,-1,-0.0929,11.5013,-1.0713,-0.8195,-0.0239,-0.0239,-4732.0576,-3564.927,0.0,3649.7476,3610.6516,3214.8065,-0.1963,1.0,0.0,0,0
0.65,7.3662,0.0,2.4242,12.991,11.8138,1.3144,-1,-1,-1,-1,-0.084,11.7722,-0.9909,-0.8384,-0.0132,-0.0132,-3219.9937,-2196.806,0.0,3791.0,3612.1214,3218.2486,-0.1963,1.0,0.0,0,0
0.7,7.9696,0.0,2.6523,13.5497,12.0691,1.2716,-1,-1,-1,-1,-0.0883,12.0221,-1.0647,-0.8561,-0.0219,-0.0219,-4512.621,-3346.0613,0.0,3791.0,3613.7369,3222.0319,-0.1963,1.0,0.0,0,0
0.75,8.586,0.0,2.9077,14.1107,12.3276,1.2279,-1,-1,-1,-1,-0.0845,12.2837,-1.0399,-0.8752,-0.0176,-0.0176,-3958.4068,-2828.0978,0.0,3791.0,3615.3419,3225.7906,-0.1963,1.0,0.0,0,0
0.8,9.2014,0.0,3.1886,14.6582,12.3072,1.1832,-1,-1,-1,-1,-0.0864,12.2613,-1.0622,-0.8928,-0.0214,-0.0214,-4455.7924,-3299.9895,0.0,0.0,3617.0021,3229.6784,-0.1963,0.0,0.0,0,0
0.85,9.816,0.0,3.4924,15.1925,12.2923,1.1385,-1,-1,-1,-1,-0.0847,12.2482,-1.0404,-0.8944,-0.0175,-0.0175,-3939.1718,-3336.029,0.0,0.0,3616.8696,3229.3682,-0.1963,0.0,0.0,0,0
0.9,10.4298,0.0,3.8197,15.7117,12.2761,1.0938,-1,-1,-1,-1,-0.0854,12.2314,-1.0473,-0.8947,-0.0189,-0.0189,-4133.5958,-3545.0155,0.0,0.0,3616.7728,3229.1415,-0.1963,0.0,0.0,0,0
0.95,11.0428,0.0,4.1693,16.2153,12.261,1.0491,-1,-1,-1,-1,-0.0852,12.2166,-1.0429,-0.8934,-0.0181,-0.0181,-4018.9024,-3494.5088,0.0,0.0,3616.6685,3228.8972,-0.1963,0.0,0.0,0,0
1.0,11.6551,0.0,4.5407,16.7021,12.2456,1.0045,-1,-1,-1,-1,-0.0854,12.201,-1.0444,-0.8925,-0.0183,-0.0183,-4057.4423,-3517.8821,0.0,0.0,3616.5708,3228.6684,-0.1963,0.0,0.0,0,0
1.05,12.2666,0.0,4.9329,17.1713,12.2304,0.9599,-1,-1,-1,-1,-0.0854,12.1859,-1.0432,-0.8912,-0.0181,-0.0181,-4022.8019,-3496.1498,0.0,0.0,3616.4713,3228.4354,-0.1963,0.0,0.0,0,0
1.1,12.8774,0.0,5.3451,17.622,12.2153,0.9154,-1,-1,-1,-1,-0.0855,12.1706,-1.0433,-0.8901,-0.0181,-0.0181,-4024.4294,-3494.0974,0.0,0.0,3616.3738,3228.2069,-0.1963,0.0,0.0,0,0
1.15,13.4874,0.0,5.7765,18.0533,12.2003,0.871,-1,-1,-1,-1,-0.0856,12.1556,-1.0427,-0.8889,-0.018,-0.018,-4008.1477,-3481.7378,0.0,0.0,3616.2762,3227.9785,-0.1963,0.0,0.0,0,0
1.2,14.0967,0.0,6.226,18.4645,12.1853,0.8266,-1,-1,-1,-1,-0.0857,12.1406,-1.0425,-0.8878,-0.0179,-0.0179,-4001.0389,-3474.5338,0.0,0.0,3616.1797,3227.7524,-0.1963,0.0,0.0,0,0
1.25,14.7189,0.0,6.7025,18.8647,12.4448,0.7823,-1,-1,-1,-1,-0.0838,12.4011,-1.0421,-0.8866,-0.0178,-0.0178,-3989.3358,-3464.7467,0.0,3772.4387,3616.0836,3227.5274,-0.1963,1.0,0.0,0,0
