Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
0.0,0.4987,0.0,1.5423,2.7418,9.9739,1.5708,-1,-1,-1,-1,0.0,9.9739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2003,3197.3567,0.0,0.0,0.0,0,0
0.05,0.9972,0.0,1.5423,3.2403,9.9709,1.5708,-1,-1,-1,-1,0.0,9.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1849,3197.3207,0.0,0.0,0.0,0,0
0.1,1.4956,0.0,1.5423,3.7387,9.968,1.5708,-1,-1,-1,-1,0.0,9.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1695,3197.2848,0.0,0.0,0.0,0,0
0.15,1.9939,0.0,1.5423,4.237,9.9651,1.5708,-1,-1,-1,-1,0.0,9.9651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1542,3197.2488,0.0,0.0,0.0,0,0
0.2,2.492,0.0,1.5423,4.7351,9.9622,1.5708,-1,-1,-1,-1,0.0,9.9622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1389,3197.2129,0.0,0.0,0.0,0,0
0.25,3.0038,0.0,1.5423,5.2469,10.236,1.5708,-1,-1,-1,-1,0.0,10.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3603.1235,3197.1771,0.0,1.0,0.0,0,0
0.3,3.5293,0.0,1.5423,5.7724,10.5096,1.5708,-1,-1,-1,-1,0.0,10.5096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3604.5792,3200.586,0.0,1.0,0.0,0,0
0.35,4.0684,0.0,1.5423,6.3115,10.7831,1.5708,-1,-1,-1,-1,0.0,10.7831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3606.0734,3204.0853,0.0,1.0,0.0,0,0
0.4,4.6213,0.0,1.5423,6.8644,11.0564,1.5708,-1,-1,-1,-1,0.0,11.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3607.6062,3207.6746,0.0,1.0,0.0,0,0
0.45,5.184,0.0,1.5678,7.4265,11.2544,1.5625,-1,-1,-1,-1,-0.037,11.2466,-0.4165,-0.1657,-0.1963,-0.1963,-5817.9937,0.0,0.0,3791.0,3609.1772,3211.3538,-0.1963,1.0,0.0,0,0
0.5,5.7566,0.0,1.6118,7.9975,11.4532,1.5415,-1,-1,-1,-1,-0.0476,11.4402,-0.545,-0.4199,-0.1403,-0.1403,-5819.8679,2671.8454,0.0,3791.0,3610.3399,3214.0766,-0.1963,1.0,0.0,0,0
0.55,6.3401,0.0,1.6853,8.5763,11.6702,1.5144,-1,-1,-1,-1,-0.07,11.6416,-0.8162,-0.5428,-0.1015,-0.1015,-5821.7837,-1296.9707,0.0,3791.0,3611.5283,3216.8597,-0.1963,1.0,0.0,0,0
0.6,6.9345,0.0,1.7846,9.1623,11.8874,1.4785,-1,-1,-1,-1,-0.0755,11.8535,-0.8962,-0.7182,-0.0667,-0.0667,-5823.9128,288.3758,0.0,3791.0,3612.8491,3219.9528,-0.1963,1.0,0.0,0,0
0.65,7.5425,0.0,1.8659,9.7649,12.1604,1.4551,-1,-1,-1,-1,-0.0185,12.1583,-0.2249,-0.4675,0.1527,0.1527,5826.0837,-2461.7297,0.0,3791.0,3614.1958,3223.1066,0.0,1.0,0.0,0,0
0.7,8.1585,0.0,1.9342,10.377,12.3185,1.4479,-1,-1,-1,-1,0.0119,12.3177,0.1461,-0.1446,0.0681,0.0681,5828.8692,-4638.5599,0.0,2171.0471,3615.9238,3227.1533,0.0,1.0,0.0,0,0
0.75,8.7853,0.0,2.0101,10.9992,12.5363,1.4488,-1,-1,-1,-1,0.0005,12.5363,0.0069,0.0197,0.0033,0.0033,975.446,-4102.8367,0.0,3071.681,3616.943,3229.5399,0.0,1.0,0.0,0,0
0.8,9.4219,0.0,2.1121,11.6276,12.7315,1.4409,-1,-1,-1,-1,-0.0311,12.7254,-0.3955,-0.1589,-0.1989,-0.1989,-5832.8093,376.6389,0.0,3791.0,3618.3681,3232.8773,-0.1963,1.0,0.0,0,0
0.85,10.0683,0.0,2.2355,12.2621,12.9288,1.4208,-1,-1,-1,-1,-0.0421,12.9174,-0.5439,-0.4014,-0.1492,-0.1492,-5834.902,2304.0089,0.0,3791.0,3619.6662,3235.9174,-0.1963,1.0,0.0,0,0
0.9,10.7252,0.0,2.3884,12.901,13.1389,1.3937,-1,-1,-1,-1,-0.0578,13.117,-0.7591,-0.542,-0.1142,-0.1142,-5837.0502,-774.2756,0.0,3791.0,3620.9989,3239.0383,-0.1963,1.0,0.0,0,0
0.95,11.393,0.0,2.5707,13.5434,13.3543,1.3594,-1,-1,-1,-1,-0.0651,13.326,-0.8688,-0.6869,-0.0855,-0.0855,-5839.3741,-645.5881,0.0,3791.0,3622.4405,3242.4142,-0.1963,1.0,0.0,0,0
1.0,12.0719,0.0,2.7861,14.1873,13.5794,1.3201,-1,-1,-1,-1,-0.072,13.5442,-0.9773,-0.7861,-0.0653,-0.0653,-5841.7955,-2028.4908,0.0,3791.0,3623.9426,3245.9319,-0.1963,1.0,0.0,0,0
1.05,12.7624,0.0,3.0355,14.8312,13.8099,1.2765,-1,-1,-1,-1,-0.0754,13.7707,-1.0396,-0.8722,-0.0502,-0.0502,-5837.7503,-2420.7969,0.0,3791.0,3625.5381,3249.6683,-0.1963,1.0,0.0,0,0
1.1,13.4647,0.0,3.3201,15.4732,14.0465,1.2297,-1,-1,-1,-1,-0.0761,14.0058,-1.0684,-0.935,-0.0402,-0.0402,-5715.433,-3015.3313,0.0,3791.0,3627.2002,3253.5607,-0.1963,1.0,0.0,0,0
