Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
0.0,0.4991,0.0,1.0435,2.7421,9.9826,3.1416,-1,-1,-1,-1,0.0,9.9826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.246,3197.4638,0.0,0.0,0.0,0,0
0.05,0.9981,0.0,0.5445,2.7421,9.9796,3.1416,-1,-1,-1,-1,0.0,9.9796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2306,3197.4277,0.0,0.0,0.0,0,0
0.1,1.4969,0.0,0.0457,2.7421,9.9767,3.1416,-1,-1,-1,-1,0.0,9.9767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2152,3197.3917,0.0,0.0,0.0,0,0
0.15,1.9956,0.0,-0.453,2.7421,9.9738,3.1416,-1,-1,-1,-1,0.0,9.9738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1998,3197.3556,0.0,0.0,0.0,0,0
0.2,2.4942,0.0,-0.9516,2.7421,9.9709,3.1416,-1,-1,-1,-1,0.0,9.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1844,3197.3196,0.0,0.0,0.0,0,0
0.25,3.0064,0.0,-1.4638,2.7421,10.2446,3.1416,-1,-1,-1,-1,0.0,10.2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3603.1691,3197.2837,0.0,1.0,0.0,0,0
0.3,3.5286,0.0,-1.9854,2.717,10.4438,3.1499,-1,-1,-1,-1,0.0398,10.4355,0.416,0.1655,0.1963,0.1963,5810.657,0.0,0.0,3791.0,3604.626,3200.6955,0.1963,1.0,0.0,0,0
0.35,4.0608,0.0,-2.5159,2.6743,10.6434,3.1711,-1,-1,-1,-1,0.0507,10.6297,0.5398,0.4245,0.1361,0.1361,5812.4054,-2822.2318,0.0,3791.0,3605.7106,3203.2355,0.1963,1.0,0.0,0,0
0.4,4.604,0.0,-3.0542,2.6016,10.8647,3.198,-1,-1,-1,-1,0.0779,10.8318,0.8458,0.5377,0.0943,0.0943,5814.1913,1580.6325,0.0,3791.0,3606.8184,3205.8298,0.1963,1.0,0.0,0,0
0.45,5.1581,0.0,-3.5999,2.5055,11.0814,3.2348,-1,-1,-1,-1,0.0812,11.0449,0.8985,0.7362,0.055,0.055,5816.1982,-991.8806,0.0,3791.0,3608.0714,3208.7641,0.1963,1.0,0.0,0,0
0.5,5.7245,0.0,-4.1516,2.3774,11.3277,3.2743,-1,-1,-1,-1,0.0955,11.2761,1.0796,0.7906,0.0304,0.0304,5265.9677,2886.6545,0.0,3791.0,3609.3231,3211.6954,0.1963,1.0,0.0,0,0
0.55,6.3039,0.0,-4.712,2.2301,11.5886,3.3157,-1,-1,-1,-1,0.0829,11.5488,0.9595,0.8267,0.0121,0.0121,3016.2823,1501.7728,0.0,3791.0,3610.7757,3215.0972,0.1963,1.0,0.0,0,0
