Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
0.0,0.4988,0.0,1.5438,4.239,9.9768,1.57,-1,-1,-1,-1,0.0,9.9768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2155,3197.3924,0.0,0.0,0.0,0,0
0.05,0.9975,0.0,1.5442,4.7377,9.9738,1.57,-1,-1,-1,-1,0.0,9.9738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2001,3197.3564,0.0,0.0,0.0,0,0
0.1,1.4961,0.0,1.5446,5.2363,9.9709,1.57,-1,-1,-1,-1,0.0,9.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1847,3197.3204,0.0,0.0,0.0,0,0
0.15,1.9945,0.0,1.545,5.7347,9.968,1.57,-1,-1,-1,-1,0.0,9.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1694,3197.2844,0.0,0.0,0.0,0,0
0.2,2.4927,0.0,1.5454,6.2329,9.9651,1.57,-1,-1,-1,-1,0.0,9.9651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.154,3197.2485,0.0,0.0,0.0,0,0
0.25,3.0047,0.0,1.5458,6.7449,10.2389,1.57,-1,-1,-1,-1,0.0,10.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3603.1387,3197.2126,0.0,1.0,0.0,0,0
0.3,3.5303,0.0,1.5462,7.2705,10.5125,1.57,-1,-1,-1,-1,0.0,10.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3604.5948,3200.6225,0.0,1.0,0.0,0,0
0.35,4.0696,0.0,1.5466,7.8098,10.786,1.57,-1,-1,-1,-1,0.0,10.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3606.0894,3204.1227,0.0,1.0,0.0,0,0
0.4,4.6226,0.0,1.5471,8.3628,11.0593,1.57,-1,-1,-1,-1,0.0,11.0593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3607.6225,3207.713,0.0,1.0,0.0,0,0
