Time,Dist,Curv,PathX,PathY,Speed,PathHeading,LatGap,YawDev,LongAcc,LatAcc,SideSlip,Vx,Vy,YawVel,SlipAngleFront,SlipAngleRear,LatForceFront,LatForceRear,LongForceFront,LongForceRear,VertForceFront,VertForceRear,Steer,Throttle,Brake,Gear,Clutch
sec,m,1/m,m,m,m/s,rad,m,deg,g,g,deg,m/s,m/s,rad/s,deg,deg,N,N,N,N,N,N,deg,%,N,#,0-1
0.0,0.4993,0.0,1.5426,2.7421,9.9855,1.57,-1,-1,-1,-1,0.0,9.9855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2612,3197.4995,0.0,0.0,0.0,0,0
0.05,0.9984,0.0,1.543,3.2412,9.9825,1.57,-1,-1,-1,-1,0.0,9.9825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2458,3197.4634,0.0,0.0,0.0,0,0
0.1,1.4974,0.0,1.5434,3.7402,9.9796,1.57,-1,-1,-1,-1,0.0,9.9796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.2304,3197.4273,0.0,0.0,0.0,0,0
0.15,1.9962,0.0,1.5438,4.239,9.9767,1.57,-1,-1,-1,-1,0.0,9.9767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.215,3197.3912,0.0,0.0,0.0,0,0
0.2,2.4949,0.0,1.5442,4.7377,9.9737,1.57,-1,-1,-1,-1,0.0,9.9737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1996,3197.3552,0.0,0.0,0.0,0,0
0.25,2.9934,0.0,1.5446,5.2362,9.9708,1.57,-1,-1,-1,-1,0.0,9.9708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.1842,3197.3192,0.0,0.0,0.0,0,0
0.3,3.5057,0.0,1.545,5.7485,10.2446,1.57,-1,-1,-1,-1,0.0,10.2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791.0,3603.1689,3197.2832,0.0,1.0,0.0,0,0
0.35,4.0279,0.0,1.5203,6.2701,10.4438,1.5783,-1,-1,-1,-1,0.0398,10.4355,0.416,0.1655,0.1963,0.1963,5810.6567,0.0,0.0,3791.0,3604.6258,3200.695,0.1963,1.0,0.0,0,0
0.4,4.56,0.0,1.4781,6.8006,10.6434,1.5995,-1,-1,-1,-1,0.0507,10.6297,0.5398,0.4245,0.1361,0.1361,5812.4052,-2822.2384,0.0,3791.0,3605.7104,3203.235,0.1963,1.0,0.0,0,0
0.45,5.1033,0.0,1.4057,7.339,10.8647,1.6264,-1,-1,-1,-1,0.0779,10.8317,0.8458,0.5377,0.0943,0.0943,5814.191,1580.6455,0.0,3791.0,3606.8182,3205.8294,0.1963,1.0,0.0,0,0
0.5,5.6573,0.0,1.3101,7.8847,11.0814,1.6632,-1,-1,-1,-1,0.0812,11.0449,0.8985,0.7362,0.055,0.055,5816.1979,-991.9123,0.0,3791.0,3608.0712,3208.7637,0.1963,1.0,0.0,0,0
0.55,6.2237,0.0,1.1824,8.4365,11.3276,1.7027,-1,-1,-1,-1,0.0955,11.2761,1.0796,0.7906,0.0304,0.0304,5265.9293,2886.6744,0.0,3791.0,3609.3229,3211.6949,0.1963,1.0,0.0,0,0
0.6,6.8031,0.0,1.0356,8.997,11.5885,1.7441,-1,-1,-1,-1,0.0829,11.5487,0.9595,0.8267,0.0121,0.0121,3016.2095,1501.7629,0.0,3791.0,3610.7755,3215.0968,0.1963,1.0,0.0,0,0
0.65,7.395,0.0,0.8575,9.5615,11.838,1.7861,-1,-1,-1,-1,0.0902,11.7898,1.0666,0.8407,0.0225,0.0225,4580.586,3514.4602,0.0,3707.0676,3612.3492,3218.7821,0.1963,1.0,0.0,0,0
0.7,8.0006,0.0,0.6947,10.1448,12.1119,1.8154,-1,-1,-1,-1,0.0277,12.1072,0.3351,0.5857,-0.1807,-0.1807,-5825.5863,2594.5595,0.0,3791.0,3613.8873,3222.384,0.0,1.0,0.0,0,0
0.75,8.6123,0.0,0.5434,10.7375,12.2339,1.8282,-1,-1,-1,-1,-0.0075,12.2335,-0.0912,0.2559,-0.09,-0.09,-5828.37,4845.6356,0.0,1654.6026,3615.6141,3226.428,0.0,1.0,0.0,0,0
0.8,9.2317,0.0,0.3969,11.3393,12.3878,1.8271,-1,-1,-1,-1,-0.0176,12.3859,-0.2175,-0.0208,-0.0196,-0.0196,-4230.8398,4643.9341,0.0,2163.6839,3616.3958,3228.2585,0.0,1.0,0.0,0,0
0.85,9.8648,0.0,0.2215,11.9476,12.6618,1.8279,-1,-1,-1,-1,0.0236,12.6583,0.2986,0.015,0.0197,0.0197,4249.1746,2646.483,0.0,3791.0,3617.3934,3230.5948,0.0,1.0,0.0,0,0
0.9,10.5115,0.0,0.0729,12.577,12.9344,1.8273,-1,-1,-1,-1,-0.0245,12.9305,-0.3174,-0.0117,-0.0251,-0.0251,-4856.616,-3453.1509,0.0,3791.0,3619.2004,3234.8263,0.0,1.0,0.0,0,0
0.95,11.1714,0.0,-0.1099,13.2111,13.1978,1.8279,-1,-1,-1,-1,0.0236,13.1942,0.311,0.012,0.0257,0.0257,4913.1328,3592.7395,0.0,3676.5355,3621.037,3239.1274,0.0,1.0,0.0,0,0
1.0,11.8448,0.0,-0.266,13.8662,13.4684,1.8273,-1,-1,-1,-1,-0.0226,13.465,-0.3041,-0.0123,-0.0247,-0.0247,-4823.2005,-3496.1852,0.0,3777.6517,3622.8488,3243.3703,0.0,1.0,0.0,0,0
1.05,12.5318,0.0,-0.455,14.5267,13.7397,1.8279,-1,-1,-1,-1,0.0216,13.7365,0.2968,0.0125,0.0238,0.0238,4725.4017,3393.5801,0.0,3791.0,3624.748,3247.8179,0.0,1.0,0.0,0,0
1.1,13.2324,0.0,-0.6187,15.2078,14.0109,1.8273,-1,-1,-1,-1,-0.0206,14.0079,-0.2892,-0.0128,-0.0228,-0.0228,-4621.7983,-3287.6895,0.0,3791.0,3626.6912,3252.3688,0.0,1.0,0.0,0,0
1.15,13.9465,0.0,-0.8139,15.8947,14.2818,1.8279,-1,-1,-1,-1,0.0197,14.279,0.2814,0.013,0.0218,0.0218,4513.6514,3179.9896,0.0,3791.0,3628.6717,3257.0067,0.0,1.0,0.0,0,0
1.2,14.6741,0.0,-0.9852,16.6019,14.5525,1.8273,-1,-1,-1,-1,-0.0188,14.5499,-0.2733,-0.0131,-0.0209,-0.0209,-4401.2912,-3071.0001,0.0,3791.0,3630.6893,3261.7315,0.0,1.0,0.0,0,0
1.25,15.4152,0.0,-1.1865,17.3152,14.8229,1.8279,-1,-1,-1,-1,0.0179,14.8206,0.2651,0.0132,0.0199,0.0199,4284.8704,2960.9256,0.0,3791.0,3632.7438,3266.5429,0.0,1.0,0.0,0,0
1.3,16.1658,0.0,-1.3571,18.0461,15.0122,1.825,-1,-1,-1,-1,-0.0248,15.0076,-0.3722,-0.0592,-0.2154,-0.2154,-5859.3543,-2849.9652,0.0,3791.0,3634.8352,3271.4405,-0.1963,1.0,0.0,0,0
1.35,16.926,0.0,-1.5108,18.7906,15.2041,1.8084,-1,-1,-1,-1,-0.0341,15.1953,-0.5176,-0.3304,-0.1665,-0.1665,-5861.7499,3147.585,0.0,3791.0,3636.3213,3274.9207,-0.1963,1.0,0.0,0,0
1.4,17.6998,0.0,-1.6958,19.5419,15.4749,1.7997,-1,-1,-1,-1,0.0124,15.4737,0.1924,-0.1742,0.0621,0.0621,5864.2105,424.0185,0.0,3791.0,3637.8477,3278.4954,0.0,1.0,0.0,0,0
1.45,18.4847,0.0,-1.8767,20.3057,15.6977,1.7988,-1,-1,-1,-1,0.0046,15.6975,0.0728,-0.019,0.0021,0.0021,638.6639,-4124.1933,0.0,3185.3735,3640.035,3283.6176,0.0,1.0,0.0,0,0
1.5,19.2791,0.0,-2.0837,21.0727,15.8887,1.8083,-1,-1,-1,-1,0.0261,15.8833,0.4142,0.1907,0.1933,0.1933,5870.6828,-1284.9077,0.0,3791.0,3641.8628,3287.8981,0.1963,1.0,0.0,0,0
1.55,20.0833,0.0,-2.3161,21.8425,16.0829,1.8289,-1,-1,-1,-1,0.0351,16.0729,0.5644,0.4119,0.1548,0.1548,5873.2431,-1627.3417,0.0,3791.0,3643.4511,3291.6176,0.1963,1.0,0.0,0,0
